date,query,clicks,impressions,ctr,position
2026-07-05,best voice journaling apps,0.0,1.0,0.0,27.0
2026-07-05,dailyvox,0.0,3.0,0.0,1.0
2026-07-05,personal digital twin,0.0,1.0,0.0,42.0
2026-07-05,voice diaries,0.0,1.0,0.0,43.0
2026-07-05,voice diary app,0.0,1.0,0.0,47.0
2026-07-05,voice journal app,0.0,1.0,0.0,46.0
2026-07-05,vox daily,0.0,1.0,0.0,8.0
2026-07-06,"""id widgetkit"" android",0.0,3.0,0.0,4.666666666666666
2026-07-06,"""id widgetkit"" app",0.0,3.0,0.0,10.666666666666666
2026-07-06,journey cloud vs premium,0.0,1.0,0.0,20.0
2026-07-06,personal digital twin,0.0,1.0,0.0,30.0
2026-07-07,audio journal app,0.0,1.0,0.0,40.0
2026-07-07,audio journaling app,0.0,1.0,0.0,41.0
2026-07-07,best voice journal app,0.0,1.0,0.0,9.0
2026-07-07,dailyvox,0.0,1.0,0.0,1.0
2026-07-07,dailywav,0.0,1.0,0.0,35.0
2026-07-07,journey cloud vs premium,0.0,1.0,0.0,33.0
2026-07-07,voice diary app,0.0,1.0,0.0,29.0
2026-07-07,voice journaling app,0.0,2.0,0.0,64.0
2026-07-08,"""id widgetkit"" android",0.0,2.0,0.0,4.5
2026-07-08,"""id widgetkit"" app",0.0,1.0,0.0,11.0
2026-07-08,audio journal app,0.0,3.0,0.0,35.333333333333336
2026-07-08,dailyvox,0.0,1.0,0.0,1.0
2026-07-08,digital twin of a person,0.0,1.0,0.0,37.0
2026-07-08,personal digital twin,0.0,1.0,0.0,43.0
2026-07-08,voice journaling app,0.0,1.0,0.0,34.0
2026-07-08,voice journaling apps,0.0,1.0,0.0,11.0
2026-07-09,anxiety journal app,0.0,1.0,0.0,17.0
2026-07-09,journal software free,0.0,1.0,0.0,35.0
2026-07-09,journey cloud vs premium,0.0,1.0,0.0,20.0
2026-07-09,nltagger,0.0,1.0,0.0,45.0
2026-07-09,voice diary,0.0,1.0,0.0,93.0
2026-07-09,voice diary app,0.0,1.0,0.0,32.0
2026-07-09,voice diary apps,0.0,1.0,0.0,25.0
2026-07-09,voice journaling app,0.0,2.0,0.0,32.0
2026-07-09,voice to text journal,0.0,1.0,0.0,47.0
2026-07-10,audio journaling apps,0.0,1.0,0.0,44.0
2026-07-10,journal app for anxiety,0.0,1.0,0.0,49.0
2026-07-10,journey cloud vs premium,0.0,2.0,0.0,25.5
2026-07-10,personal digital twin,0.0,2.0,0.0,32.5
2026-07-10,voice diary,0.0,1.0,0.0,51.0
2026-07-10,voice diary app,0.0,1.0,0.0,54.0
2026-07-10,voice journaling app,0.0,2.0,0.0,38.0
2026-07-10,voice to text journal app free,0.0,1.0,0.0,11.0
2026-07-11,best voice journaling app,0.0,2.0,0.0,40.0
2026-07-11,journey cloud vs premium,0.0,3.0,0.0,27.666666666666668
2026-07-11,personal digital twin,0.0,3.0,0.0,48.333333333333336
2026-07-11,vox daily,0.0,1.0,0.0,19.0
2026-07-12,"""sparkle.magnifyingglass"" sf symbols",0.0,3.0,0.0,8.666666666666668
2026-07-12,anxiety journal app,0.0,1.0,0.0,18.0
2026-07-12,best app for journaling,0.0,1.0,0.0,74.0
2026-07-12,journaling software free,0.0,1.0,0.0,79.0
2026-07-12,personal digital twin,0.0,3.0,0.0,32.33333333333333
2026-07-12,voice diary app,0.0,1.0,0.0,18.0
2026-07-12,voice journal,0.0,1.0,0.0,30.0
2026-07-12,voice to text journal,0.0,3.0,0.0,49.333333333333336
2026-07-12,voice to text journaling app,0.0,1.0,0.0,36.0
2026-07-13,best online journal,0.0,1.0,0.0,53.0
2026-07-13,dailyvox,0.0,1.0,0.0,1.0
2026-07-13,digital journal apps market,0.0,3.0,0.0,82.0
2026-07-13,free journal app,0.0,1.0,0.0,43.0
2026-07-13,is apple journal private,0.0,1.0,0.0,26.0
2026-07-13,journal app free,0.0,2.0,0.0,41.0
2026-07-13,journaling app free,0.0,1.0,0.0,68.0
2026-07-13,personal digital twin,0.0,1.0,0.0,40.0
2026-07-13,voice journal app free,0.0,1.0,0.0,31.0
2026-07-13,voice journaling app,0.0,1.0,0.0,25.0
2026-07-13,what is voice journaling,0.0,1.0,0.0,30.0
2026-07-14,"""id widgetkit"" android",0.0,1.0,0.0,5.0
2026-07-14,"""id widgetkit"" android app",0.0,5.0,0.0,5.0
2026-07-14,"""id widgetkit"" app",0.0,1.0,0.0,11.0
2026-07-14,anxiety journal app,0.0,1.0,0.0,39.0
2026-07-14,audio journal app,0.0,3.0,0.0,38.666666666666664
2026-07-14,audio journaling app,0.0,1.0,0.0,47.0
2026-07-14,best free diary app,0.0,2.0,0.0,70.5
2026-07-14,best free journal app,0.0,4.0,0.0,69.0
2026-07-14,best free journaling app,0.0,1.0,0.0,74.0
2026-07-14,best free online journal,0.0,1.0,0.0,65.0
2026-07-14,best journaling app,0.0,1.0,0.0,60.0
2026-07-14,best online free journal,0.0,1.0,0.0,63.0
2026-07-14,digital journal apps market,0.0,3.0,0.0,85.33333333333333
2026-07-14,free daily journal app,0.0,1.0,0.0,50.0
2026-07-14,free journal app,0.0,1.0,0.0,10.0
2026-07-14,free journal software,0.0,1.0,0.0,38.0
2026-07-14,free online journaling app,0.0,1.0,0.0,42.0
2026-07-14,journal free,0.0,1.0,0.0,59.0
2026-07-14,journaling app vergleich,0.0,1.0,0.0,65.0
2026-07-14,journey cloud vs premium,0.0,1.0,0.0,19.0
2026-07-14,personal digital twin,0.0,2.0,0.0,34.0
2026-07-14,purchase automatic speech to text journal,0.0,1.0,0.0,12.0
2026-07-14,voice diary app,0.0,1.0,0.0,32.0
2026-07-14,voice journal,0.0,1.0,0.0,45.0
2026-07-14,voice journal app,0.0,1.0,0.0,35.0
2026-07-14,voice journaling app,0.0,1.0,0.0,23.0
2026-07-14,voice to text journal app free,0.0,1.0,0.0,11.0
2026-07-15,best free journal,0.0,1.0,0.0,68.0
2026-07-15,best free journal app,0.0,3.0,0.0,68.0
2026-07-15,best journal app free,0.0,1.0,0.0,68.0
2026-07-15,best journaling app free,0.0,1.0,0.0,66.0
2026-07-15,best journaling apps free,0.0,1.0,0.0,68.0
2026-07-15,digital journal apps market,0.0,4.0,0.0,85.5
2026-07-15,digital twin of a person,0.0,1.0,0.0,30.0
2026-07-15,free journal,0.0,1.0,0.0,82.0
2026-07-15,journal apps free,0.0,1.0,0.0,83.0
2026-07-15,journal cloud,0.0,1.0,0.0,24.0
2026-07-15,journaling for sleep,0.0,1.0,0.0,76.0
2026-07-15,journey cloud vs premium,0.0,2.0,0.0,31.0
2026-07-15,personal digital twin,0.0,2.0,0.0,34.0
2026-07-15,voice to text journal app free,0.0,1.0,0.0,11.0
2026-07-16,best free journal app,0.0,2.0,0.0,65.5
2026-07-16,best online journals,0.0,2.0,0.0,55.5
2026-07-16,daily journal app free,0.0,1.0,0.0,57.0
2026-07-16,digital journal apps market,0.0,5.0,0.0,82.4
2026-07-16,journal app free,0.0,1.0,0.0,35.0
2026-07-16,journaling app free,0.0,1.0,0.0,66.0
2026-07-16,journey cloud vs premium,0.0,1.0,0.0,33.0
2026-07-16,life vox,0.0,1.0,0.0,24.0
2026-07-16,personal digital twin,0.0,1.0,0.0,40.0
2026-07-16,voice diary,0.0,1.0,0.0,43.0
2026-07-16,voice journaling app,0.0,2.0,0.0,51.0
2026-07-16,voice to text journal,0.0,2.0,0.0,49.5
2026-07-17,"""sparkle.magnifyingglass"" sf symbols",0.0,1.0,0.0,8.0
2026-07-17,audio journal app,0.0,1.0,0.0,36.0
2026-07-17,audio journaling apps,0.0,3.0,0.0,43.666666666666664
2026-07-17,best free journal app,0.0,1.0,0.0,72.0
2026-07-17,best free online journal,0.0,2.0,0.0,65.5
2026-07-17,dailyvox,2.0,2.0,1.0,1.0
2026-07-17,digital journal apps market,0.0,3.0,0.0,80.0
2026-07-17,free journaling app,0.0,1.0,0.0,57.0
2026-07-17,journal freeware,0.0,1.0,0.0,41.0
2026-07-17,journaling apps for anxiety and depression,0.0,1.0,0.0,86.0
2026-07-17,journey cloud vs premium,0.0,2.0,0.0,20.5
2026-07-17,personal digital twin,0.0,1.0,0.0,19.0
2026-07-17,secure journaling app,0.0,1.0,0.0,61.0
2026-07-17,voice diary app,0.0,1.0,0.0,30.0
2026-07-17,voice journal,0.0,1.0,0.0,39.0
2026-07-17,voice journaling app,0.0,1.0,0.0,21.0
2026-07-17,voice to text journal app,0.0,1.0,0.0,34.0
2026-07-18,best free journal app,0.0,1.0,0.0,68.0
2026-07-18,best voice journaling apps,0.0,1.0,0.0,28.0
2026-07-18,digital journal apps market,0.0,3.0,0.0,87.0
2026-07-18,is there a free journal app,0.0,1.0,0.0,35.0
2026-07-18,journey cloud vs premium,0.0,1.0,0.0,21.0
2026-07-18,personal digital twin,0.0,1.0,0.0,19.0
2026-07-18,voice diary app,0.0,1.0,0.0,11.0
2026-07-18,voice to text journal app free,0.0,1.0,0.0,11.0
2026-07-18,vox daily,0.0,1.0,0.0,2.0
2026-07-19,"""sparkle.magnifyingglass"" sf symbols",0.0,2.0,0.0,7.5
2026-07-19,automated speech to text family journal review,0.0,1.0,0.0,82.0
2026-07-19,best free journal app,0.0,1.0,0.0,68.0
2026-07-19,best journaling app,0.0,1.0,0.0,74.0
2026-07-19,digital journal apps market,0.0,1.0,0.0,90.0
2026-07-19,dillivox,0.0,2.0,0.0,7.0
2026-07-19,free audio journal app,0.0,1.0,0.0,39.0
2026-07-19,journal freeware,0.0,1.0,0.0,53.0
2026-07-19,journaling before bed,0.0,3.0,0.0,46.666666666666664
2026-07-19,personal digital twin,0.0,1.0,0.0,23.0
2026-07-19,purchase automatic speech to text journal,0.0,1.0,0.0,19.0
2026-07-19,voice journal,0.0,2.0,0.0,23.5
2026-07-20,best free diary app,0.0,1.0,0.0,73.0
2026-07-20,best free journal app,0.0,1.0,0.0,71.0
2026-07-20,best free online journal,0.0,1.0,0.0,64.0
2026-07-20,best voice journal app,0.0,2.0,0.0,16.5
2026-07-20,cheap version digital journaling apps with cloud sync options in israel,0.0,1.0,0.0,9.0
2026-07-20,cheap version digital journaling apps with cloud sync options in united states,0.0,1.0,0.0,10.0
2026-07-20,dailyvox,0.0,1.0,0.0,1.0
2026-07-20,digital journal apps market,0.0,2.0,0.0,87.0
2026-07-20,free daily journal app,0.0,1.0,0.0,46.0
2026-07-20,free journal software,0.0,1.0,0.0,63.0
2026-07-20,is penzu free,0.0,1.0,0.0,9.0
2026-07-20,journaling for sleep,0.0,1.0,0.0,75.0
2026-07-20,journey cloud vs premium,0.0,1.0,0.0,21.0
2026-07-20,personal digital twin,0.0,1.0,0.0,21.0
2026-07-20,sleep journaling,0.0,1.0,0.0,81.0
2026-07-20,voice diary app,0.0,1.0,0.0,22.0
2026-07-20,voice journal app,0.0,2.0,0.0,32.0
2026-07-20,voice journaling app,0.0,1.0,0.0,40.0
2026-07-20,voice to text journal app free,0.0,2.0,0.0,10.5
2026-07-20,vox daily,0.0,1.0,0.0,17.0
2026-07-21,anxiety journal app,0.0,1.0,0.0,35.0
2026-07-21,audio journal app,0.0,2.0,0.0,37.0
2026-07-21,audio journaling app,0.0,2.0,0.0,39.0
2026-07-21,best free journal app,0.0,4.0,0.0,46.5
2026-07-21,best online journals,0.0,1.0,0.0,60.0
2026-07-21,best online journals free,0.0,1.0,0.0,67.0
2026-07-21,cheap version digital journaling apps with cloud sync options in israel,0.0,1.0,0.0,8.0
2026-07-21,digital journal apps market,0.0,2.0,0.0,81.0
2026-07-21,free journal apps,0.0,1.0,0.0,66.0
2026-07-21,free journal software,0.0,1.0,0.0,58.0
2026-07-21,free journaling apps,0.0,1.0,0.0,54.0
2026-07-21,journey cloud vs premium,0.0,3.0,0.0,19.0
2026-07-21,personal digital twin,0.0,3.0,0.0,11.333333333333334
2026-07-21,voice diary app,0.0,1.0,0.0,25.0
2026-07-21,voice journal app,0.0,2.0,0.0,13.0
2026-07-21,voice journaling app,0.0,1.0,0.0,17.0
2026-07-21,voice journals,0.0,1.0,0.0,32.0
2026-07-22,audio journal that transcribes,0.0,1.0,0.0,24.0
2026-07-22,dailyvox,1.0,2.0,0.5,1.0
2026-07-22,digital journal apps market,0.0,3.0,0.0,83.66666666666667
2026-07-22,digital twin of a person,0.0,2.0,0.0,30.5
2026-07-22,is the journal app private,0.0,1.0,0.0,11.0
2026-07-22,journaling apps free,0.0,1.0,0.0,79.0
2026-07-22,personal digital twin,0.0,1.0,0.0,19.0
2026-07-22,voice journal,0.0,1.0,0.0,5.0
2026-07-22,voice journaling app,0.0,1.0,0.0,19.0
2026-07-22,widevox,0.0,2.0,0.0,71.0
2026-07-23,ai journaling app,0.0,1.0,0.0,49.0
2026-07-23,audio journal app,0.0,1.0,0.0,31.0
2026-07-23,best journaling app,0.0,1.0,0.0,75.0
2026-07-23,best online journals,0.0,1.0,0.0,59.0
2026-07-23,best voice journal app,0.0,1.0,0.0,14.0
2026-07-23,cheap version digital journaling apps with cloud sync options in israel,0.0,1.0,0.0,8.0
2026-07-23,digital journal apps market,0.0,2.0,0.0,91.0
2026-07-23,dillivox,0.0,2.0,0.0,8.0
2026-07-23,journey cloud vs premium,0.0,1.0,0.0,18.0
2026-07-23,personal digital twin,0.0,1.0,0.0,22.0
2026-07-23,voice diary,0.0,2.0,0.0,27.0
2026-07-23,voice diary app,0.0,2.0,0.0,26.0
2026-07-23,voice journaling app,0.0,1.0,0.0,31.0
2026-07-23,zlvox,0.0,1.0,0.0,58.0
2026-07-24,audio journaling apps,0.0,1.0,0.0,45.0
2026-07-24,best free journal app,0.0,2.0,0.0,70.5
2026-07-24,best journaling app,0.0,1.0,0.0,76.0
2026-07-24,cheap version digital journaling apps with cloud sync options in israel,0.0,1.0,0.0,8.0
2026-07-24,digital journal apps market,0.0,3.0,0.0,85.0
2026-07-24,journal freeware,0.0,2.0,0.0,45.5
2026-07-24,journey cloud vs premium,0.0,1.0,0.0,18.0
2026-07-24,personal digital twin,0.0,1.0,0.0,20.0
2026-07-24,pix2vox,0.0,1.0,0.0,50.0
2026-07-24,voice journal app,0.0,1.0,0.0,18.0
2026-07-24,voice to text journal,0.0,1.0,0.0,10.0
2026-07-24,voice to text journal app free,0.0,1.0,0.0,10.0
2026-07-25,ai journaling,0.0,2.0,0.0,57.0
2026-07-25,ai journaling app,0.0,1.0,0.0,20.0
2026-07-25,ai powered journaling app,0.0,1.0,0.0,15.0
2026-07-25,anxiety journal app,0.0,1.0,0.0,35.0
2026-07-25,audio journal app,0.0,1.0,0.0,33.0
2026-07-25,audio journal apps,0.0,1.0,0.0,35.0
2026-07-25,dailyvox,1.0,1.0,1.0,1.0
2026-07-25,digital journal apps market,0.0,3.0,0.0,82.0
2026-07-25,free journal app,0.0,3.0,0.0,53.0
2026-07-25,free journal apps,0.0,1.0,0.0,42.0
2026-07-25,journal ai,0.0,1.0,0.0,58.0
2026-07-25,journey cloud vs premium,0.0,1.0,0.0,18.0
2026-07-25,personal digital twin,0.0,1.0,0.0,20.0
2026-07-25,purchase automatic speech to text journal,0.0,1.0,0.0,7.0
2026-07-25,voice diary,0.0,1.0,0.0,29.0
2026-07-25,voice journal,0.0,2.0,0.0,35.0
2026-07-25,voice journal app free,0.0,1.0,0.0,10.0
2026-07-26,ai journaling app,0.0,1.0,0.0,49.0
2026-07-26,ai powered journaling app,0.0,2.0,0.0,46.5
2026-07-26,best free journal app,0.0,2.0,0.0,70.0
2026-07-26,best voice journaling apps 2026,0.0,1.0,0.0,14.0
2026-07-26,cheap version digital journaling apps with cloud sync options in united states,0.0,1.0,0.0,9.0
2026-07-26,dailyvox,1.0,1.0,1.0,1.0
2026-07-26,diary software free,0.0,1.0,0.0,48.0
2026-07-26,free journal software,0.0,2.0,0.0,44.0
2026-07-26,free journal writing software,0.0,1.0,0.0,50.0
2026-07-26,is diarium safe,0.0,2.0,0.0,9.0
2026-07-26,is penzu free,0.0,1.0,0.0,23.0
2026-07-26,journal ai,0.0,1.0,0.0,42.0
2026-07-26,journal for free,0.0,2.0,0.0,78.5
2026-07-26,journal software free,0.0,2.0,0.0,45.5
2026-07-26,journey cloud vs premium,0.0,1.0,0.0,19.0
2026-07-26,personal digital twin,0.0,1.0,0.0,20.0
2026-07-26,purchase automatic speech to text journal,0.0,1.0,0.0,7.0
2026-07-26,voice journaling app,0.0,1.0,0.0,33.0
2026-07-26,voice to text journal,0.0,1.0,0.0,18.0
2026-07-27,best free journal app,0.0,1.0,0.0,71.0
2026-07-27,dailyvox,0.0,2.0,0.0,1.0
2026-07-27,is penzu free,0.0,1.0,0.0,9.0
2026-07-27,journal ai,0.0,1.0,0.0,57.0
2026-07-27,journey cloud vs premium,0.0,2.0,0.0,26.5
2026-07-27,offline journal app,0.0,3.0,0.0,12.0
2026-07-27,personal digital twin,0.0,1.0,0.0,22.0
2026-07-27,private diary apps,0.0,1.0,0.0,34.0
2026-07-27,tw vox,0.0,1.0,0.0,45.0
2026-07-27,voice diary app,0.0,2.0,0.0,34.0
2026-07-27,voice journaling app,0.0,4.0,0.0,33.5
2026-07-27,vox daily,0.0,1.0,0.0,8.0
2026-07-28,ai journal app,0.0,2.0,0.0,64.0
2026-07-28,ai journaling app,0.0,1.0,0.0,48.0
2026-07-28,audio journal app,0.0,3.0,0.0,34.0
2026-07-28,audio journaling app,0.0,2.0,0.0,39.0
2026-07-28,best ai journal app,0.0,1.0,0.0,83.0
2026-07-28,best free diary app,0.0,2.0,0.0,70.0
2026-07-28,best free journal,0.0,1.0,0.0,10.0
2026-07-28,best free journal app,0.0,2.0,0.0,68.5
2026-07-28,best voice journaling apps,0.0,1.0,0.0,26.0
2026-07-28,daily vox,0.0,1.0,0.0,1.0
2026-07-28,digital twin of a person,0.0,1.0,0.0,33.0
2026-07-28,how secure is apple journal,0.0,3.0,0.0,26.666666666666668
2026-07-28,is penzu free,0.0,1.0,0.0,9.0
2026-07-28,journal ai,0.0,2.0,0.0,59.5
2026-07-28,journey cloud vs premium,0.0,2.0,0.0,27.0
2026-07-28,personal digital twin,0.0,2.0,0.0,28.5
2026-07-28,private journal app,0.0,1.0,0.0,50.0
2026-07-28,secure journal app,0.0,3.0,0.0,61.0
2026-07-28,voice diary app,0.0,5.0,0.0,26.2
2026-07-28,voice journal,0.0,4.0,0.0,50.25
2026-07-28,voice journal app,0.0,1.0,0.0,33.0
2026-07-28,voice journaling app,0.0,1.0,0.0,40.0
2026-07-28,voice to text diary,0.0,2.0,0.0,42.0
2026-07-28,widevox,0.0,1.0,0.0,96.0
2026-07-29,best free journal app,0.0,3.0,0.0,71.33333333333333
2026-07-29,best free online journal,0.0,1.0,0.0,66.0
2026-07-29,best journaling app,0.0,1.0,0.0,65.0
2026-07-29,dailyvox,0.0,1.0,0.0,1.0
2026-07-29,journal ai,0.0,1.0,0.0,56.0
2026-07-29,journey cloud vs premium,0.0,1.0,0.0,34.0
2026-07-29,private journal app,0.0,1.0,0.0,51.0
2026-07-29,ultravox realtime,0.0,1.0,0.0,44.0
2026-07-30,ai assisted journaling app,0.0,5.0,0.0,47.8
2026-07-30,ai daily journal,0.0,3.0,0.0,38.666666666666664
2026-07-30,ai journal app,0.0,2.0,0.0,66.5
2026-07-30,ai journaling app,0.0,3.0,0.0,61.666666666666664
2026-07-30,ai powered journaling apps,0.0,1.0,0.0,67.0
2026-07-30,app for journaling free,0.0,1.0,0.0,87.0
2026-07-30,best ai journaling apps,0.0,1.0,0.0,86.0
2026-07-30,best audio journal app,0.0,1.0,0.0,43.0
2026-07-30,best free diary app,0.0,1.0,0.0,72.0
2026-07-30,best free journal app,0.0,3.0,0.0,72.0
2026-07-30,best free journal publication,0.0,1.0,0.0,57.0
2026-07-30,best journal app free,0.0,1.0,0.0,72.0
2026-07-30,best journaling app,0.0,2.0,0.0,73.5
2026-07-30,best journaling apps for free,0.0,1.0,0.0,70.0
2026-07-30,best secure journal app,0.0,2.0,0.0,50.0
2026-07-30,free digital journal app,0.0,1.0,0.0,39.0
2026-07-30,free journal app,0.0,1.0,0.0,67.0
2026-07-30,free journal apps,0.0,1.0,0.0,68.0
2026-07-30,free journal software,0.0,1.0,0.0,62.0
2026-07-30,journal ai,0.0,2.0,0.0,56.5
2026-07-30,journal free app,0.0,1.0,0.0,42.0
2026-07-30,journal software free,0.0,1.0,0.0,25.0
2026-07-30,journaling before sleep,0.0,1.0,0.0,37.0
2026-07-30,journaling for better sleep,0.0,1.0,0.0,97.0
2026-07-30,journaling for sleep,0.0,1.0,0.0,78.0
2026-07-30,journey cloud vs premium,0.0,3.0,0.0,24.333333333333332
2026-07-30,private journal app,0.0,1.0,0.0,49.0
2026-07-30,the daily wav,0.0,1.0,0.0,44.0
2026-07-30,voice diary,0.0,1.0,0.0,46.0
2026-07-30,voice diary app,0.0,1.0,0.0,28.0
2026-07-30,voice journaling app,0.0,2.0,0.0,39.0
2026-07-30,voice note diary app,0.0,1.0,0.0,19.0
2026-07-30,voice to text journal,0.0,1.0,0.0,45.0
2026-07-31,ai journaling,0.0,1.0,0.0,46.0
2026-07-31,ai voice journal,0.0,1.0,0.0,38.0
2026-07-31,ai voice journal app,0.0,1.0,0.0,32.0
2026-07-31,apple journal app privacy,0.0,1.0,0.0,13.0
2026-07-31,audio journaling apps,0.0,3.0,0.0,54.0
2026-07-31,best free journal app,0.0,3.0,0.0,72.0
2026-07-31,best free online journal,0.0,1.0,0.0,66.0
2026-07-31,best online journals,0.0,1.0,0.0,64.0
2026-07-31,best personalized voice experience app with daily delivery,0.0,1.0,0.0,6.0
2026-07-31,daily vo,0.0,1.0,0.0,76.0
2026-07-31,dailyvox,1.0,1.0,1.0,1.0
2026-07-31,free journal app,0.0,1.0,0.0,67.0
2026-07-31,free journaling,0.0,1.0,0.0,81.0
2026-07-31,journal ai,0.0,1.0,0.0,44.0
2026-07-31,journal app free,0.0,2.0,0.0,49.0
2026-07-31,journal entry maker ai,0.0,1.0,0.0,50.0
2026-07-31,journal freeware,0.0,1.0,0.0,43.0
2026-07-31,journal private,0.0,1.0,0.0,59.0
2026-07-31,journaling apps free,0.0,1.0,0.0,83.0
2026-07-31,offline journal app,0.0,1.0,0.0,7.0
2026-07-31,personal digital twin,0.0,1.0,0.0,27.0
2026-07-31,thediegovox,0.0,2.0,0.0,37.5
2026-08-01,ai journaling,0.0,1.0,0.0,74.0
2026-08-01,ai journaling app,0.0,2.0,0.0,44.5
2026-08-01,best free journal app,0.0,2.0,0.0,68.5
2026-08-01,best online journals,0.0,1.0,0.0,63.0
2026-08-01,daily v1,0.0,1.0,0.0,3.0
2026-08-01,diary software free,0.0,1.0,0.0,55.0
2026-08-01,free journal app,0.0,1.0,0.0,51.0
2026-08-01,free journaling app,0.0,1.0,0.0,56.0
2026-08-01,free journaling apps,0.0,1.0,0.0,56.0
2026-08-01,journal ai,0.0,2.0,0.0,57.5
2026-08-01,journal for free,0.0,1.0,0.0,22.0
2026-08-01,journaling before bed,0.0,1.0,0.0,74.0
2026-08-01,journey cloud vs premium,0.0,2.0,0.0,26.5
2026-08-01,private journal app,0.0,2.0,0.0,40.5
2026-08-01,private writing app,0.0,1.0,0.0,37.0
2026-08-01,voice journal app,0.0,1.0,0.0,35.0
2026-08-02,ai journal,0.0,1.0,0.0,70.0
2026-08-02,ai journaling,0.0,1.0,0.0,78.0
2026-08-02,ai journaling app,0.0,2.0,0.0,61.5
2026-08-02,ai powered journaling app,0.0,1.0,0.0,42.0
2026-08-02,app for journaling free,0.0,1.0,0.0,43.0
2026-08-02,apple journal app for iphone,0.0,1.0,0.0,53.0
2026-08-02,automated speech to text family journal review,0.0,1.0,0.0,91.0
2026-08-02,best free journal app,0.0,4.0,0.0,71.5
2026-08-02,best journaling apps iphone,0.0,1.0,0.0,35.0
2026-08-02,best online journals,0.0,1.0,0.0,61.0
2026-08-02,daily v1,0.0,2.0,0.0,5.0
2026-08-02,dailyvox,0.0,1.0,0.0,1.0
2026-08-02,day one journal app ai features,0.0,1.0,0.0,37.0
2026-08-02,iphone journal app,0.0,1.0,0.0,23.0
2026-08-02,is the journal app private,0.0,1.0,0.0,10.0
2026-08-02,jewelvox,0.0,1.0,0.0,40.0
2026-08-02,journal ai,0.0,1.0,0.0,51.0
2026-08-02,journal app privacy,0.0,2.0,0.0,8.0
2026-08-02,journaling before bed,0.0,2.0,0.0,76.0
2026-08-02,journey cloud vs premium,0.0,1.0,0.0,18.0
2026-08-02,private journal app,0.0,2.0,0.0,49.5
2026-08-02,purchase automatic speech to text journal,0.0,1.0,0.0,44.0
2026-08-03,ai diary app,0.0,1.0,0.0,29.0
2026-08-03,ai journal app,0.0,1.0,0.0,27.0
2026-08-03,ai journaling app,0.0,1.0,0.0,46.0
2026-08-03,app for tracking mood,0.0,1.0,0.0,31.0
2026-08-03,audio journal app,0.0,1.0,0.0,39.0
2026-08-03,best ai journal,0.0,1.0,0.0,25.0
2026-08-03,best ai journal app,0.0,2.0,0.0,83.5
2026-08-03,best ai journal that writes back,0.0,1.0,0.0,30.0
2026-08-03,best diary app iphone,0.0,2.0,0.0,56.5
2026-08-03,best free journal app,0.0,2.0,0.0,72.5
2026-08-03,best journal app ios,0.0,3.0,0.0,48.666666666666664
2026-08-03,diary software free,0.0,1.0,0.0,55.0
2026-08-03,digital journaling free,0.0,1.0,0.0,61.0
2026-08-03,dillivox,0.0,3.0,0.0,8.0
2026-08-03,iphone journal app,0.0,3.0,0.0,23.333333333333332
2026-08-03,journal ai,0.0,1.0,0.0,46.0
2026-08-03,journal apps for iphone,0.0,3.0,0.0,34.666666666666664
2026-08-03,journaling apps for ios,0.0,3.0,0.0,38.0
2026-08-03,journaling apps for iphone,0.0,2.0,0.0,40.5
2026-08-03,mood tracking app,0.0,1.0,0.0,22.0
2026-08-03,personal digital twin,0.0,1.0,0.0,26.0
2026-08-03,sleep journaling,0.0,1.0,0.0,80.0
2026-08-03,voice diary app,0.0,1.0,0.0,27.0
2026-08-03,voice journal app,0.0,1.0,0.0,35.0
2026-08-03,voice journaling,0.0,1.0,0.0,46.0
2026-08-03,voice journaling app,0.0,1.0,0.0,40.0
2026-08-03,voice to text journal app free,0.0,1.0,0.0,8.0
2026-08-04,ai daily journal,0.0,2.0,0.0,52.5
2026-08-04,ai journal app,0.0,3.0,0.0,63.333333333333336
2026-08-04,ai journaling app,0.0,2.0,0.0,40.5
2026-08-04,ai powered journal app,0.0,2.0,0.0,57.0
2026-08-04,app to track mood,0.0,1.0,0.0,26.0
2026-08-04,audio journal app,0.0,2.0,0.0,33.5
2026-08-04,audio journaling app,0.0,1.0,0.0,49.0
2026-08-04,best ai journal app,0.0,1.0,0.0,86.0
2026-08-04,best diary app iphone,0.0,3.0,0.0,62.333333333333336
2026-08-04,best free journal app,0.0,2.0,0.0,66.0
2026-08-04,best journal app,0.0,1.0,0.0,75.0
2026-08-04,best journal app ios,0.0,3.0,0.0,49.333333333333336
2026-08-04,best journal apps,0.0,1.0,0.0,73.0
2026-08-04,best journaling app,0.0,3.0,0.0,78.66666666666667
2026-08-04,couple journal app,0.0,2.0,0.0,10.5
2026-08-04,daily v1,0.0,1.0,0.0,11.0
2026-08-04,daily vox,0.0,1.0,0.0,1.0
2026-08-04,digital twin of a person,0.0,1.0,0.0,34.0
2026-08-04,free daily journal app,0.0,3.0,0.0,36.666666666666664
2026-08-04,free journal software,0.0,1.0,0.0,29.0
2026-08-04,free online journal for students,0.0,1.0,0.0,47.0
2026-08-04,iphone journal app,0.0,1.0,0.0,22.0
2026-08-04,journal ai,0.0,2.0,0.0,52.5
2026-08-04,journal app for iphone,0.0,2.0,0.0,40.0
2026-08-04,journal apps for iphone,0.0,1.0,0.0,39.0
2026-08-04,journaling apps for ios,0.0,2.0,0.0,38.5
2026-08-04,journey cloud vs premium,0.0,3.0,0.0,17.0
